date,machine_id,sku_id,units_sold
2026-04-30,M06,S2,0
2026-04-30,M06,S3,3
2026-04-30,M06,S4,0
2026-04-30,M06,S5,3
2026-04-30,M06,S6,1
2026-04-30,M06,S7,5
2026-04-30,M06,S8,2
2026-04-30,M07,S1,11
2026-04-30,M07,S2,1
2026-04-30,M07,S3,3
2026-04-30,M07,S4,5
2026-04-30,M07,S5,5
2026-04-30,M07,S6,0
2026-04-30,M07,S7,8
2026-04-30,M07,S8,4
2026-04-30,M08,S1,8
2026-04-30,M08,S2,4
2026-04-30,M08,S3,3
2026-04-30,M08,S4,2
2026-04-30,M08,S5,0
2026-04-30,M08,S6,2
2026-04-30,M08,S7,2
2026-04-30,M08,S8,5
2026-04-30,M09,S1,2
2026-04-30,M09,S2,2
2026-04-30,M09,S3,0
2026-04-30,M09,S4,1
2026-04-30,M09,S5,2
2026-04-30,M09,S6,2
2026-04-30,M09,S7,4
2026-04-30,M09,S8,1
2026-04-30,M10,S1,1
2026-04-30,M10,S2,2
2026-04-30,M10,S3,3
2026-04-30,M10,S4,3
2026-04-30,M10,S5,0
2026-04-30,M10,S6,2
2026-04-30,M10,S7,2
2026-04-30,M10,S8,2
2026-05-01,M01,S1,6
2026-05-01,M01,S2,3
2026-05-01,M01,S3,3
2026-05-01,M01,S4,6
2026-05-01,M01,S5,2
2026-05-01,M01,S6,1
2026-05-01,M01,S7,2
2026-05-01,M01,S8,3
2026-05-01,M02,S1,4
2026-05-01,M02,S2,3
2026-05-01,M02,S3,4
2026-05-01,M02,S4,1
2026-05-01,M02,S5,0
2026-05-01,M02,S6,2
2026-05-01,M02,S7,2
2026-05-01,M02,S8,1
2026-05-01,M03,S1,5
2026-05-01,M03,S2,3
2026-05-01,M03,S3,1
2026-05-01,M03,S4,3
2026-05-01,M03,S5,1
2026-05-01,M03,S6,0
2026-05-01,M03,S7,6
2026-05-01,M03,S8,1
2026-05-01,M04,S1,2
2026-05-01,M04,S2,2
2026-05-01,M04,S3,3
2026-05-01,M04,S4,1
2026-05-01,M04,S5,2
2026-05-01,M04,S6,2
2026-05-01,M04,S7,1
2026-05-01,M04,S8,2
2026-05-01,M05,S1,4
2026-05-01,M05,S2,5
2026-05-01,M05,S3,0
2026-05-01,M05,S4,3
2026-05-01,M05,S5,1
2026-05-01,M05,S6,1
2026-05-01,M05,S7,5
2026-05-01,M05,S8,1
2026-05-01,M06,S1,7
2026-05-01,M06,S2,1
2026-05-01,M06,S3,3
2026-05-01,M06,S4,1
2026-05-01,M06,S5,1
2026-05-01,M06,S6,1
2026-05-01,M06,S7,2
2026-05-01,M06,S8,2
2026-05-01,M07,S1,2
2026-05-01,M07,S2,7
2026-05-01,M07,S3,3
2026-05-01,M07,S4,8
2026-05-01,M07,S5,1
2026-05-01,M07,S6,4
2026-05-01,M07,S7,14
2026-05-01,M07,S8,2
2026-05-01,M08,S1,1
2026-05-01,M08,S2,2
2026-05-01,M08,S3,4
2026-05-01,M08,S4,4
2026-05-01,M08,S5,4
2026-05-01,M08,S6,1
2026-05-01,M08,S7,0
2026-05-01,M08,S8,1
2026-05-01,M09,S1,5
2026-05-01,M09,S2,2
2026-05-01,M09,S3,0
2026-05-01,M09,S4,2
2026-05-01,M09,S5,3
2026-05-01,M09,S6,3
2026-05-01,M09,S7,2
2026-05-01,M09,S8,1
2026-05-01,M10,S1,1
2026-05-01,M10,S2,0
2026-05-01,M10,S3,2
2026-05-01,M10,S4,2
2026-05-01,M10,S5,2
2026-05-01,M10,S6,0
2026-05-01,M10,S7,0
2026-05-01,M10,S8,0
2026-05-02,M01,S1,0
2026-05-02,M01,S2,1
2026-05-02,M01,S3,0
2026-05-02,M01,S4,0
2026-05-02,M01,S5,1
2026-05-02,M01,S6,1
2026-05-02,M01,S7,1
2026-05-02,M01,S8,1
2026-05-02,M02,S1,1
2026-05-02,M02,S2,0
2026-05-02,M02,S3,0
2026-05-02,M02,S4,2
2026-05-02,M02,S5,1
2026-05-02,M02,S6,1
2026-05-02,M02,S7,3
2026-05-02,M02,S8,0
2026-05-02,M03,S1,6
2026-05-02,M03,S2,3
2026-05-02,M03,S3,3
2026-05-02,M03,S4,7
2026-05-02,M03,S5,4
2026-05-02,M03,S6,0
2026-05-02,M03,S7,7
2026-05-02,M03,S8,3
2026-05-02,M04,S1,4
2026-05-02,M04,S2,0
2026-05-02,M04,S3,0
2026-05-02,M04,S4,0
2026-05-02,M04,S5,1
2026-05-02,M04,S6,1
2026-05-02,M04,S7,2
2026-05-02,M04,S8,0
2026-05-02,M05,S1,0
2026-05-02,M05,S2,0
2026-05-02,M05,S3,2
2026-05-02,M05,S4,2
2026-05-02,M05,S5,2
2026-05-02,M05,S6,1
2026-05-02,M05,S7,1
2026-05-02,M05,S8,2
2026-05-02,M06,S1,2
2026-05-02,M06,S2,0
2026-05-02,M06,S3,1
2026-05-02,M06,S4,1
2026-05-02,M06,S5,0
2026-05-02,M06,S6,1
2026-05-02,M06,S7,1
2026-05-02,M06,S8,0
2026-05-02,M07,S1,4
2026-05-02,M07,S2,3
2026-05-02,M07,S3,5
2026-05-02,M07,S4,3
2026-05-02,M07,S5,1
2026-05-02,M07,S6,1
2026-05-02,M07,S7,4
2026-05-02,M07,S8,0
2026-05-02,M08,S1,3
2026-05-02,M08,S2,2
2026-05-02,M08,S3,5
2026-05-02,M08,S4,3
2026-05-02,M08,S5,3
2026-05-02,M08,S6,0
2026-05-02,M08,S7,3
2026-05-02,M08,S8,0
2026-05-02,M09,S1,4
2026-05-02,M09,S2,3
2026-05-02,M09,S3,1
2026-05-02,M09,S4,6
2026-05-02,M09,S5,2
2026-05-02,M09,S6,0
2026-05-02,M09,S7,3
2026-05-02,M09,S8,1
2026-05-02,M10,S1,1
2026-05-02,M10,S2,1
2026-05-02,M10,S3,1
2026-05-02,M10,S4,0
2026-05-02,M10,S5,0
2026-05-02,M10,S6,1
2026-05-02,M10,S7,1
2026-05-02,M10,S8,1
2026-05-03,M01,S1,2
2026-05-03,M01,S2,0
2026-05-03,M01,S3,1
2026-05-03,M01,S4,0
2026-05-03,M01,S5,1
2026-05-03,M01,S6,0
2026-05-03,M01,S7,0
2026-05-03,M01,S8,1
2026-05-03,M02,S1,1
2026-05-03,M02,S2,0
2026-05-03,M02,S3,1
2026-05-03,M02,S4,0
2026-05-03,M02,S5,0
2026-05-03,M02,S6,0
2026-05-03,M02,S7,1
2026-05-03,M02,S8,0
2026-05-03,M03,S1,5
2026-05-03,M03,S2,6
2026-05-03,M03,S3,2
2026-05-03,M03,S4,3
2026-05-03,M03,S5,2
2026-05-03,M03,S6,1
2026-05-03,M03,S7,9
2026-05-03,M03,S8,2
2026-05-03,M04,S1,1
2026-05-03,M04,S2,4
2026-05-03,M04,S3,3
2026-05-03,M04,S4,2
2026-05-03,M04,S5,1
2026-05-03,M04,S6,0
2026-05-03,M04,S7,3
2026-05-03,M04,S8,1
2026-05-03,M05,S1,2
2026-05-03,M05,S2,1
2026-05-03,M05,S3,2
2026-05-03,M05,S4,1
2026-05-03,M05,S5,1
2026-05-03,M05,S6,0
2026-05-03,M05,S7,2
2026-05-03,M05,S8,1
2026-05-03,M06,S1,1
2026-05-03,M06,S2,0
2026-05-03,M06,S3,0
2026-05-03,M06,S4,0
2026-05-03,M06,S5,0
2026-05-03,M06,S6,1
2026-05-03,M06,S7,1
2026-05-03,M06,S8,2
2026-05-03,M07,S1,10
2026-05-03,M07,S2,2
2026-05-03,M07,S3,0
2026-05-03,M07,S4,3
2026-05-03,M07,S5,1
2026-05-03,M07,S6,0
2026-05-03,M07,S7,4
2026-05-03,M07,S8,3
2026-05-03,M08,S1,3
2026-05-03,M08,S2,1
2026-05-03,M08,S3,1
2026-05-03,M08,S4,5
2026-05-03,M08,S5,1
2026-05-03,M08,S6,0
2026-05-03,M08,S7,1
2026-05-03,M08,S8,2
2026-05-03,M09,S1,2
2026-05-03,M09,S2,3
2026-05-03,M09,S3,4
2026-05-03,M09,S4,3
2026-05-03,M09,S5,3
2026-05-03,M09,S6,1
2026-05-03,M09,S7,4
2026-05-03,M09,S8,0
2026-05-03,M10,S1,0
2026-05-03,M10,S2,1
2026-05-03,M10,S3,1
2026-05-03,M10,S4,0
2026-05-03,M10,S5,0
2026-05-03,M10,S6,0
2026-05-03,M10,S7,0
2026-05-03,M10,S8,0
2026-05-04,M01,S1,3
2026-05-04,M01,S2,3
2026-05-04,M01,S3,0
2026-05-04,M01,S4,3
2026-05-04,M01,S5,2
2026-05-04,M01,S6,1
2026-05-04,M01,S7,4
2026-05-04,M01,S8,2
2026-05-04,M02,S1,3
2026-05-04,M02,S2,1
2026-05-04,M02,S3,4
2026-05-04,M02,S4,0
2026-05-04,M02,S5,1
2026-05-04,M02,S6,1
2026-05-04,M02,S7,2
2026-05-04,M02,S8,2
2026-05-04,M03,S1,4
2026-05-04,M03,S2,4
2026-05-04,M03,S3,3
2026-05-04,M03,S4,2
2026-05-04,M03,S5,0
2026-05-04,M03,S6,2
2026-05-04,M03,S7,8
2026-05-04,M03,S8,4
2026-05-04,M04,S1,2
2026-05-04,M04,S2,2
2026-05-04,M04,S3,2
2026-05-04,M04,S4,2
2026-05-04,M04,S5,1
2026-05-04,M04,S6,0
2026-05-04,M04,S7,3
2026-05-04,M04,S8,2
2026-05-04,M05,S1,6
2026-05-04,M05,S2,6
2026-05-04,M05,S3,2
2026-05-04,M05,S4,2
2026-05-04,M05,S5,2
2026-05-04,M05,S6,4
2026-05-04,M05,S7,0
2026-05-04,M05,S8,2
2026-05-04,M06,S1,1
2026-05-04,M06,S2,0
2026-05-04,M06,S3,0
2026-05-04,M06,S4,0
2026-05-04,M06,S5,3
2026-05-04,M06,S6,0
2026-05-04,M06,S7,2
2026-05-04,M06,S8,0
2026-05-04,M07,S1,9
2026-05-04,M07,S2,1
2026-05-04,M07,S3,6
2026-05-04,M07,S4,2
2026-05-04,M07,S5,1
2026-05-04,M07,S6,4
2026-05-04,M07,S7,6
2026-05-04,M07,S8,6
2026-05-04,M08,S1,5
2026-05-04,M08,S2,1
2026-05-04,M08,S3,2
2026-05-04,M08,S4,2
2026-05-04,M08,S5,3
2026-05-04,M08,S6,2
2026-05-04,M08,S7,2
2026-05-04,M08,S8,3
2026-05-04,M09,S1,2
2026-05-04,M09,S2,2
2026-05-04,M09,S3,3
2026-05-04,M09,S4,4
2026-05-04,M09,S5,1
2026-05-04,M09,S6,1
2026-05-04,M09,S7,0
2026-05-04,M09,S8,2
2026-05-04,M10,S1,2
2026-05-04,M10,S2,2
2026-05-04,M10,S3,0
2026-05-04,M10,S4,3
2026-05-04,M10,S5,0
2026-05-04,M10,S6,0
2026-05-04,M10,S7,3
2026-05-04,M10,S8,0
2026-05-05,M01,S1,4
2026-05-05,M01,S2,3
2026-05-05,M01,S3,1
2026-05-05,M01,S4,5
2026-05-05,M01,S5,4
2026-05-05,M01,S6,0
2026-05-05,M01,S7,0
2026-05-05,M01,S8,3
2026-05-05,M02,S1,1
2026-05-05,M02,S2,2
2026-05-05,M02,S3,3
2026-05-05,M02,S4,3
2026-05-05,M02,S5,1
2026-05-05,M02,S6,1
2026-05-05,M02,S7,1
2026-05-05,M02,S8,3
2026-05-05,M03,S1,3
2026-05-05,M03,S2,3
2026-05-05,M03,S3,2
2026-05-05,M03,S4,3
2026-05-05,M03,S5,1
2026-05-05,M03,S6,1
2026-05-05,M03,S7,4
2026-05-05,M03,S8,3
2026-05-05,M04,S1,5
2026-05-05,M04,S2,2
2026-05-05,M04,S3,3
2026-05-05,M04,S4,3
2026-05-05,M04,S5,2
2026-05-05,M04,S6,1
2026-05-05,M04,S7,2
2026-05-05,M04,S8,2
2026-05-05,M05,S1,4
2026-05-05,M05,S2,1
2026-05-05,M05,S3,3
2026-05-05,M05,S4,0
2026-05-05,M05,S5,2
2026-05-05,M05,S6,2
2026-05-05,M05,S7,4
2026-05-05,M05,S8,2
2026-05-05,M06,S1,5
2026-05-05,M06,S2,2
2026-05-05,M06,S3,1
2026-05-05,M06,S4,0
2026-05-05,M06,S5,0
2026-05-05,M06,S6,0
2026-05-05,M06,S7,3
2026-05-05,M06,S8,1
2026-05-05,M07,S1,9
2026-05-05,M07,S2,3
2026-05-05,M07,S3,6
2026-05-05,M07,S4,7
2026-05-05,M07,S5,1
2026-05-05,M07,S6,3
2026-05-05,M07,S7,5
2026-05-05,M07,S8,0
2026-05-05,M08,S1,6
2026-05-05,M08,S2,5
2026-05-05,M08,S3,3
2026-05-05,M08,S4,2
2026-05-05,M08,S5,4
2026-05-05,M08,S6,0
2026-05-05,M08,S7,3
2026-05-05,M08,S8,2
2026-05-05,M09,S1,2
2026-05-05,M09,S2,4
2026-05-05,M09,S3,4
2026-05-05,M09,S4,2
2026-05-05,M09,S5,1
2026-05-05,M09,S6,1
2026-05-05,M09,S7,1
2026-05-05,M09,S8,0
2026-05-05,M10,S1,5
2026-05-05,M10,S2,3
2026-05-05,M10,S3,3
2026-05-05,M10,S4,0
2026-05-05,M10,S5,4
2026-05-05,M10,S6,3
2026-05-05,M10,S7,2
2026-05-05,M10,S8,0
2026-05-06,M01,S1,2
2026-05-06,M01,S2,3
2026-05-06,M01,S3,1
2026-05-06,M01,S4,3
2026-05-06,M01,S5,3
2026-05-06,M01,S6,0
2026-05-06,M01,S7,6
2026-05-06,M01,S8,4
2026-05-06,M02,S1,1
2026-05-06,M02,S2,0
2026-05-06,M02,S3,2
2026-05-06,M02,S4,1
2026-05-06,M02,S5,1
2026-05-06,M02,S6,0
2026-05-06,M02,S7,2
2026-05-06,M02,S8,4
2026-05-06,M03,S1,2
2026-05-06,M03,S2,2
2026-05-06,M03,S3,0
2026-05-06,M03,S4,3
2026-05-06,M03,S5,1
2026-05-06,M03,S6,4
2026-05-06,M03,S7,7
2026-05-06,M03,S8,1
2026-05-06,M04,S1,4
2026-05-06,M04,S2,1
2026-05-06,M04,S3,0
2026-05-06,M04,S4,2
2026-05-06,M04,S5,1
2026-05-06,M04,S6,1
2026-05-06,M04,S7,2
2026-05-06,M04,S8,1
2026-05-06,M05,S1,5
2026-05-06,M05,S2,5
2026-05-06,M05,S3,1
2026-05-06,M05,S4,5
2026-05-06,M05,S5,1
2026-05-06,M05,S6,0
2026-05-06,M05,S7,6
2026-05-06,M05,S8,2
2026-05-06,M06,S1,6
2026-05-06,M06,S2,3
2026-05-06,M06,S3,0
2026-05-06,M06,S4,2
2026-05-06,M06,S5,1
2026-05-06,M06,S6,0
2026-05-06,M06,S7,0
2026-05-06,M06,S8,2
2026-05-06,M07,S1,9
2026-05-06,M07,S2,4
2026-05-06,M07,S3,3
2026-05-06,M07,S4,3
2026-05-06,M07,S5,1
2026-05-06,M07,S6,2
2026-05-06,M07,S7,4
2026-05-06,M07,S8,3
2026-05-06,M08,S1,5
2026-05-06,M08,S2,1
2026-05-06,M08,S3,3
2026-05-06,M08,S4,2
2026-05-06,M08,S5,2
2026-05-06,M08,S6,2
2026-05-06,M08,S7,3
2026-05-06,M08,S8,2
2026-05-06,M09,S1,0
2026-05-06,M09,S2,1
2026-05-06,M09,S3,3
2026-05-06,M09,S4,3
2026-05-06,M09,S5,0
2026-05-06,M09,S6,1
2026-05-06,M09,S7,3
2026-05-06,M09,S8,1
2026-05-06,M10,S1,3
2026-05-06,M10,S2,2
2026-05-06,M10,S3,2
2026-05-06,M10,S4,3
2026-05-06,M10,S5,1
2026-05-06,M10,S6,1
2026-05-06,M10,S7,1
2026-05-06,M10,S8,1
2026-05-07,M01,S1,7
2026-05-07,M01,S2,2
2026-05-07,M01,S3,3
2026-05-07,M01,S4,2
2026-05-07,M01,S5,3
2026-05-07,M01,S6,0
2026-05-07,M01,S7,4
2026-05-07,M01,S8,0
2026-05-07,M02,S1,2
2026-05-07,M02,S2,2
2026-05-07,M02,S3,3
2026-05-07,M02,S4,3
2026-05-07,M02,S5,3
2026-05-07,M02,S6,1
2026-05-07,M02,S7,3
2026-05-07,M02,S8,0
2026-05-07,M03,S1,6
2026-05-07,M03,S2,3
2026-05-07,M03,S3,4
2026-05-07,M03,S4,3
2026-05-07,M03,S5,1
2026-05-07,M03,S6,1
2026-05-07,M03,S7,7
2026-05-07,M03,S8,2
2026-05-07,M04,S1,3
2026-05-07,M04,S2,0
2026-05-07,M04,S3,2
2026-05-07,M04,S4,1
2026-05-07,M04,S5,0
2026-05-07,M04,S6,1
2026-05-07,M04,S7,0
2026-05-07,M04,S8,2
2026-05-07,M05,S1,6
2026-05-07,M05,S2,2
2026-05-07,M05,S3,1
2026-05-07,M05,S4,1
2026-05-07,M05,S5,2
2026-05-07,M05,S6,0
2026-05-07,M05,S7,3
2026-05-07,M05,S8,2
2026-05-07,M06,S1,3
2026-05-07,M06,S2,1
2026-05-07,M06,S3,3
2026-05-07,M06,S4,3
2026-05-07,M06,S5,3
2026-05-07,M06,S6,1
2026-05-07,M06,S7,1
2026-05-07,M06,S8,1
2026-05-07,M07,S1,8
2026-05-07,M07,S2,6
2026-05-07,M07,S3,3
2026-05-07,M07,S4,2
2026-05-07,M07,S5,1
2026-05-07,M07,S6,0
2026-05-07,M07,S7,7
2026-05-07,M07,S8,1
2026-05-07,M08,S1,2
2026-05-07,M08,S2,0
2026-05-07,M08,S3,1
2026-05-07,M08,S4,4
2026-05-07,M08,S5,0
2026-05-07,M08,S6,0
2026-05-07,M08,S7,3
2026-05-07,M08,S8,1
2026-05-07,M09,S1,4
2026-05-07,M09,S2,3
2026-05-07,M09,S3,2
2026-05-07,M09,S4,0
2026-05-07,M09,S5,1
2026-05-07,M09,S6,2
2026-05-07,M09,S7,1
2026-05-07,M09,S8,0
2026-05-07,M10,S1,5
2026-05-07,M10,S2,1
2026-05-07,M10,S3,2
2026-05-07,M10,S4,2
2026-05-07,M10,S5,2
2026-05-07,M10,S6,1
2026-05-07,M10,S7,1
2026-05-07,M10,S8,2
2026-05-08,M01,S1,8
2026-05-08,M01,S2,4
2026-05-08,M01,S3,4
2026-05-08,M01,S4,1
2026-05-08,M01,S5,6
2026-05-08,M01,S6,0
2026-05-08,M01,S7,2
2026-05-08,M01,S8,1
2026-05-08,M02,S1,6
2026-05-08,M02,S2,3
2026-05-08,M02,S3,0
2026-05-08,M02,S4,3
2026-05-08,M02,S5,2
2026-05-08,M02,S6,1
2026-05-08,M02,S7,0
2026-05-08,M02,S8,1
2026-05-08,M03,S1,3
2026-05-08,M03,S2,2
2026-05-08,M03,S3,2
2026-05-08,M03,S4,3
2026-05-08,M03,S5,0
2026-05-08,M03,S6,0
2026-05-08,M03,S7,4
2026-05-08,M03,S8,3
2026-05-08,M04,S1,2
2026-05-08,M04,S2,5
2026-05-08,M04,S3,3
2026-05-08,M04,S4,0
2026-05-08,M04,S5,0
2026-05-08,M04,S6,1
2026-05-08,M04,S7,0
2026-05-08,M04,S8,4
2026-05-08,M05,S1,2
2026-05-08,M05,S2,3
2026-05-08,M05,S3,5
2026-05-08,M05,S4,2
2026-05-08,M05,S5,0
2026-05-08,M05,S6,1
2026-05-08,M05,S7,3
2026-05-08,M05,S8,3
2026-05-08,M06,S1,3
2026-05-08,M06,S2,0
2026-05-08,M06,S3,2
2026-05-08,M06,S4,1
2026-05-08,M06,S5,0
2026-05-08,M06,S6,0
2026-05-08,M06,S7,0
2026-05-08,M06,S8,2
2026-05-08,M07,S1,12
2026-05-08,M07,S2,7
2026-05-08,M07,S3,2
2026-05-08,M07,S4,3
2026-05-08,M07,S5,3
2026-05-08,M07,S6,5
2026-05-08,M07,S7,5
2026-05-08,M07,S8,3
2026-05-08,M08,S1,9
2026-05-08,M08,S2,2
2026-05-08,M08,S3,2
2026-05-08,M08,S4,3
2026-05-08,M08,S5,3
2026-05-08,M08,S6,0
2026-05-08,M08,S7,2
2026-05-08,M08,S8,0
2026-05-08,M09,S1,2
2026-05-08,M09,S2,4
2026-05-08,M09,S3,3
2026-05-08,M09,S4,2
2026-05-08,M09,S5,0
2026-05-08,M09,S6,1
2026-05-08,M09,S7,3
2026-05-08,M09,S8,0
2026-05-08,M10,S1,5
2026-05-08,M10,S2,0
2026-05-08,M10,S3,2
2026-05-08,M10,S4,4
2026-05-08,M10,S5,0
2026-05-08,M10,S6,2
2026-05-08,M10,S7,0
2026-05-08,M10,S8,1
2026-05-09,M01,S1,1
2026-05-09,M01,S2,1
2026-05-09,M01,S3,0
2026-05-09,M01,S4,0
2026-05-09,M01,S5,0
2026-05-09,M01,S6,0
2026-05-09,M01,S7,0
2026-05-09,M01,S8,0
2026-05-09,M02,S1,0
2026-05-09,M02,S2,0
2026-05-09,M02,S3,0
2026-05-09,M02,S4,1
2026-05-09,M02,S5,1
2026-05-09,M02,S6,1
2026-05-09,M02,S7,0
2026-05-09,M02,S8,0
2026-05-09,M03,S1,5
2026-05-09,M03,S2,2
2026-05-09,M03,S3,3
2026-05-09,M03,S4,0
2026-05-09,M03,S5,3
2026-05-09,M03,S6,1
2026-05-09,M03,S7,5
2026-05-09,M03,S8,0
2026-05-09,M04,S1,5
2026-05-09,M04,S2,1
2026-05-09,M04,S3,4
2026-05-09,M04,S4,2
2026-05-09,M04,S5,0
2026-05-09,M04,S6,0
2026-05-09,M04,S7,3
2026-05-09,M04,S8,0
2026-05-09,M05,S1,1
2026-05-09,M05,S2,1
2026-05-09,M05,S3,1
2026-05-09,M05,S4,0
2026-05-09,M05,S5,1
2026-05-09,M05,S6,0
2026-05-09,M05,S7,0
2026-05-09,M05,S8,1
2026-05-09,M06,S1,1
2026-05-09,M06,S2,2
2026-05-09,M06,S3,0
2026-05-09,M06,S4,0
2026-05-09,M06,S5,2
2026-05-09,M06,S6,0
2026-05-09,M06,S7,0
2026-05-09,M06,S8,1
2026-05-09,M07,S1,4
2026-05-09,M07,S2,0
2026-05-09,M07,S3,3
2026-05-09,M07,S4,3
2026-05-09,M07,S5,3
2026-05-09,M07,S6,3
2026-05-09,M07,S7,11
2026-05-09,M07,S8,0
2026-05-09,M08,S1,3
2026-05-09,M08,S2,0
2026-05-09,M08,S3,4
2026-05-09,M08,S4,3
2026-05-09,M08,S5,2
2026-05-09,M08,S6,0
2026-05-09,M08,S7,1
2026-05-09,M08,S8,0
2026-05-09,M09,S1,7
2026-05-09,M09,S2,3
2026-05-09,M09,S3,2
2026-05-09,M09,S4,4
2026-05-09,M09,S5,3
2026-05-09,M09,S6,2
2026-05-09,M09,S7,0
2026-05-09,M09,S8,1
2026-05-09,M10,S1,1
2026-05-09,M10,S2,1
2026-05-09,M10,S3,1
2026-05-09,M10,S4,0
2026-05-09,M10,S5,0
2026-05-09,M10,S6,1
2026-05-09,M10,S7,1
2026-05-09,M10,S8,1
2026-05-10,M01,S1,1
2026-05-10,M01,S2,1
2026-05-10,M01,S3,2
2026-05-10,M01,S4,1
2026-05-10,M01,S5,1
2026-05-10,M01,S6,0
2026-05-10,M01,S7,1
2026-05-10,M01,S8,1
2026-05-10,M02,S1,0
2026-05-10,M02,S2,1
2026-05-10,M02,S3,0
2026-05-10,M02,S4,0
2026-05-10,M02,S5,0
2026-05-10,M02,S6,1
2026-05-10,M02,S7,1
2026-05-10,M02,S8,1
2026-05-10,M03,S1,3
2026-05-10,M03,S2,3
2026-05-10,M03,S3,1
2026-05-10,M03,S4,2
2026-05-10,M03,S5,3
2026-05-10,M03,S6,2
2026-05-10,M03,S7,11
2026-05-10,M03,S8,2
2026-05-10,M04,S1,2
2026-05-10,M04,S2,3
2026-05-10,M04,S3,1
2026-05-10,M04,S4,0
2026-05-10,M04,S5,3
2026-05-10,M04,S6,1
2026-05-10,M04,S7,0
2026-05-10,M04,S8,1
2026-05-10,M05,S1,1
2026-05-10,M05,S2,3
2026-05-10,M05,S3,0
2026-05-10,M05,S4,0
2026-05-10,M05,S5,0
2026-05-10,M05,S6,0
2026-05-10,M05,S7,0
2026-05-10,M05,S8,0
2026-05-10,M06,S1,0
2026-05-10,M06,S2,0
2026-05-10,M06,S3,0
2026-05-10,M06,S4,0
2026-05-10,M06,S5,0
2026-05-10,M06,S6,0
2026-05-10,M06,S7,0
2026-05-10,M06,S8,1
2026-05-10,M07,S1,5
2026-05-10,M07,S2,2
2026-05-10,M07,S3,2
